Repair_ID,Property_ID,Repair_Category,Priority,Reported_Date,Completed_Date,Resolution_Days,Repair_Cost,Satisfaction_Score
REP003305,P1453,Plumbing,Routine,2018-01-20,23/01/2018,3,246.94,9.4
REP003306,P0328,Heating,Routine,2022-02-10,2022-02-16,6,647.02,6.2
REP003307,P1290,Roofing,Emergency,2023-08-07,2023-08-17,10,1224.09,6.2
REP003308,P0605,Electrical,Urgent,13/02/2023,2023-02-17,4,393.56,7.7
REP003309,P1263,Plumbing,Urgent,2021-10-27,2021-11-05,9,507.79,7.8
REP003310,P0302,Heating,Routine,2021-11-08,2021-11-14,6,730.52,6.1
REP003311,P0107,Electrical,Urgent,2023-11-14,2023-11-20,6,563.16,8.7
REP003312,P0281,Roofing,Routine,2022-05-04,2022-05-14,10,269.39,7.9
REP003313,P1020,Electrical,Routine,2025-09-16,2025-09-21,5,468.36,6.8
REP003314,P0472,Plumbing,Urgent,2024-03-02,2024-03-09,7,461.11,8.1
REP003315,P1044,Heating,Emergency,2025-02-19,2025-02-24,5,739.95,9.0
REP003316,P0039,Electrical,Urgent,2023-10-05,2023-10-10,5,406.37,7.3
REP003317,P0040,Heating,Urgent,2019-04-15,2019-04-18,3,1153.03,9.4
REP003318,P0285,Roofing,Routine,2021-05-21,27/05/2021,6,401.82,9.4
REP003319,P1280,Roofing,Urgent,2022-05-27,2022-06-09,13,551.53,8.9
REP003320,P1147,Roofing,Urgent,19/07/2021,2021-08-08,20,872.75,5.9
REP003321,P0061,Electrical,Urgent,20/08/2022,2022-08-23,3,170.89,8.1
REP003322,P1460,Electrical,Routine,2023-11-06,2023-11-15,9,459.2,6.7
REP003323,P1201,Roofing,Urgent,14/12/2019,2019-12-31,17,420.6,8.7
REP003324,P0048,Electrical,Urgent,28/06/2023,2023-06-30,2,201.24,
REP003325,P1374,Electrical,Routine,2022-10-22,2022-11-02,11,363.07,7.2
REP003326,P1474,Damp & Mould,Emergency,2024-09-10,2024-09-21,11,1721.46,4.8
REP003327,P0792,Roofing,Emergency,2025-09-19,2025-09-24,5,515.22,6.5
REP003328,P0255,Electrical,Routine,2025-05-16,2025-05-18,2,343.33,6.9
REP003329,P1141,Heating,Urgent,2019-02-18,2019-02-24,6,883.55,7.7
REP003330,P0262,Roofing,Routine,20/06/2019,2019-06-27,7,551.26,9.3
REP003331,P1424,Damp & Mould,Urgent,2022-06-03,2022-06-18,15,1583.4,1.1
REP003332,P1019,Electrical,Routine,28/02/2019,06/03/2019,6,236.25,6.7
REP003333,P1288,Plumbing,Routine,2019-07-16,2019-07-18,2,178.29,9.2
REP003334,P1088,Electrical,Routine,2025-03-26,30/03/2025,4,266.45,8.4
REP003335,P0260,Heating,Routine,2024-04-15,2024-04-17,2,745.92,7.6
REP003336,P0154,Roofing,Routine,11/09/2018,2018-09-20,9,551.69,6.2
REP003337,P0267,Roofing,Emergency,2025-02-13,2025-02-19,6,1505.37,7.7
REP003338,P1164,Plumbing,Routine,2025-05-04,09/05/2025,5,464.37,9.2
REP003339,P1474,Electrical,Routine,25/08/2021,2021-08-26,1,646.47,9.2
REP003340,P0460,Electrical,Routine,03/04/2021,2021-04-04,1,301.91,6.9
REP003341,P0877,Electrical,Urgent,2024-11-06,2024-11-09,3,397.18,7.6
REP003342,P0879,Plumbing,Emergency,2021-12-16,2021-12-20,4,777.4,6.7
REP003343,P0537,Roofing,Urgent,2022-12-27,2023-01-07,11,902.01,8.9
REP003344,P1154,Electrical,Urgent,2019-01-17,2019-01-19,2,596.85,6.4
REP003345,P0549,Plumbing,Emergency,2023-12-12,2023-12-15,3,881.14,7.3
REP003346,P1327,Security,Emergency,22/03/2019,2019-03-23,1,390.59,8.7
REP003347,P0097,Electrical,Urgent,2019-04-07,2019-04-08,1,672.94,9.4
REP003348,P0521,Electrical,Urgent,2023-10-10,2023-10-15,5,548.67,9.3
REP003349,P0724,Heating,Routine,2025-05-24,2025-06-01,8,443.37,8.1
REP003350,P1145,Roofing,Emergency,06/11/2019,10/11/2019,4,1195.44,7.6
REP003351,P0804,Electrical,Routine,2018-06-04,2018-06-05,1,361.81,7.8
REP003352,P1148,Heating,Urgent,2020-10-17,2020-10-19,2,722.95,7.9
REP003353,P1330,Security,Routine,20/08/2024,2024-08-24,4,142.34,8.8
REP003354,P0814,Damp & Mould,Emergency,2018-05-22,2018-06-05,14,2176.6,6.5
REP003355,P0736,Heating,Routine,2021-12-07,2021-12-15,8,425.21,6.5
REP003356,P1425,Plumbing,Routine,2023-03-15,2023-03-16,1,125.71,9.3
REP003357,P0856,Heating,Urgent,2023-05-16,2023-05-22,6,369.8,7.9
REP003358,P0482,Damp & Mould,Urgent,2018-08-13,2018-08-25,12,1044.96,4.5
REP003359,P0812,Heating,Routine,2020-12-27,2021-01-09,13,649.31,8.4
REP003360,P1278,Electrical,Routine,2023-12-17,2023-12-25,8,247.74,
REP003361,P1461,Security,Routine,2021-04-27,2021-04-30,3,240.09,6.6
REP003362,P1440,Electrical,Urgent,2023-10-27,2023-10-29,2,612.09,6.7
REP003363,P0986,Damp & Mould,Routine,28/08/2019,2019-09-14,17,639.4,1.5
REP003364,P1423,Roofing,Routine,2025-11-14,2025-11-23,9,569.42,6.8
REP003365,P0629,Security,Routine,2018-03-04,2018-03-10,6,238.85,8.6
REP003366,P1067,Electrical,Routine,2020-09-23,2020-09-30,7,209.34,
REP003367,P0451,Roofing,Routine,08/04/2020,2020-04-16,8,519.55,8.6
REP003368,P0649,Electrical,Urgent,2019-08-21,2019-08-26,5,488.42,8.3
REP003369,P0775,Roofing,Routine,2024-11-18,2024-12-06,18,674.07,8.3
REP003370,P1132,Plumbing,Routine,2018-11-03,2018-11-14,11,587.19,9.1
REP003371,P0648,Plumbing,Urgent,2021-11-18,2021-11-19,1,691.98,8.1
REP003372,P0708,Heating,Urgent,02/02/2022,2022-02-05,3,614.83,6.4
REP003373,P0535,Electrical,Routine,2020-12-25,2020-12-30,5,535.86,7.0
REP003374,P0733,Roofing,Routine,26/01/2024,08/02/2024,13,1075.08,7.8
REP003375,P1119,Roofing,Urgent,2023-01-14,2023-01-21,7,627.26,9.0
REP003376,P1076,Plumbing,Urgent,2020-11-05,2020-11-08,3,726.52,8.2
REP003377,P0914,Security,Urgent,2020-12-20,26/12/2020,6,523.61,8.0
REP003378,P0128,Electrical,Routine,06/04/2023,2023-04-14,8,311.39,9.2
REP003379,P1097,Heating,Routine,2024-03-10,2024-03-20,10,270.65,9.0
REP003380,P0899,Plumbing,Urgent,2018-02-21,2018-03-03,10,376.01,8.9
REP003381,P1168,Damp & Mould,Routine,2018-02-27,29/03/2018,30,1208.09,
REP003382,P0367,Electrical,Emergency,2020-10-09,2020-10-12,3,608.62,6.3
REP003383,P1266,Heating,Routine,2025-12-07,2025-12-09,2,761.16,7.4
REP003384,P0742,Heating,Routine,2021-01-05,11/01/2021,6,511.67,7.4
REP003385,P1470,Roofing,Urgent,17/12/2024,2024-12-31,14,1421.91,6.5
REP003386,P0984,Security,Routine,03/09/2019,2019-09-03,-5,398.23,8.4
REP003387,P1288,Heating,Urgent,09/12/2025,17/12/2025,8,667.3,8.9
REP003388,P0466,Heating,Urgent,,2021-07-07,4,1067.73,7.3
REP003389,P1403,Heating,Emergency,2019-10-27,2019-10-30,3,456.01,7.1
REP003390,P1289,Plumbing,Routine,19/02/2021,23/02/2021,4,659.52,6.6
REP003391,P0330,Roofing,Urgent,2022-10-09,2022-10-19,10,1184.75,9.0
REP003392,P1174,Plumbing,Routine,27/12/2020,2020-12-28,1,391.2,6.5
REP003393,P0624,Heating,Routine,2025-01-01,2025-01-07,6,602.88,6.4
REP003394,P1255,Electrical,Routine,2022-06-02,2022-06-09,7,635.57,8.7
REP003395,P0780,Security,Routine,2021-10-03,2021-10-03,0,347.31,9.1
REP003396,P0930,Roofing,Urgent,15/03/2023,2023-03-24,9,391.59,6.9
REP003397,P0564,Heating,Routine,2021-02-26,2021-03-03,5,711.44,8.3
REP003398,P1189,Heating,Routine,2024-02-17,2024-02-22,5,599.05,8.0
REP003399,P0968,Roofing,Routine,25/04/2020,2020-05-09,14,454.75,8.3
REP003400,P1390,Electrical,Urgent,2020-02-10,2020-02-16,6,483.49,9.4
REP003401,P0406,Roofing,Routine,2018-12-25,2019-01-09,15,368.43,8.1
REP003402,P1294,Electrical,Routine,2023-09-18,2023-09-21,3,367.66,9.1
REP003403,P0668,Roofing,Routine,2019-05-14,2019-05-26,12,757.47,6.1
REP003404,P0488,Electrical,Routine,2020-10-17,2020-10-18,1,177.66,9.1
REP003405,P1403,Damp & Mould,Routine,2024-06-02,2024-06-21,19,1140.94,4.1
REP003406,P0531,Damp & Mould,Emergency,2019-05-20,23/05/2019,3,1356.29,5.8
REP003407,P0010,Roofing,Emergency,2020-04-28,2020-05-06,8,1104.76,6.2
REP003408,P1208,Plumbing,Routine,2020-05-21,2020-06-03,13,652.49,
REP003409,P1157,Security,Routine,25/06/2025,2025-06-25,-5,366.62,9.3
REP003410,P0341,Electrical,Emergency,2022-01-25,26/01/2022,1,498.51,7.4
REP003411,P0676,Roofing,Routine,21/07/2024,2024-08-13,23,973.82,4.7
REP003412,P0963,Electrical,Emergency,2021-03-28,2021-04-01,4,373.8,7.4
REP003413,P0140,Roofing,Routine,2022-05-12,07/06/2022,26,854.24,5.6
REP003414,P0217,Security,Routine,2022-01-06,2022-01-11,5,179.99,7.6
REP003415,P0877,Heating,Urgent,2020-11-22,2020-11-25,3,597.37,7.2
REP003416,P1311,Damp & Mould,Urgent,2024-08-08,2024-08-23,15,1276.26,3.3
REP003417,P0183,Heating,Emergency,2024-12-25,2024-12-26,1,903.78,9.0
REP003418,P0453,Heating,Urgent,2023-12-04,2023-12-12,8,839.81,8.3
REP003419,P1342,Heating,Routine,2019-03-09,2019-03-23,14,290.24,7.0
REP003420,P1201,Plumbing,Routine,2018-08-23,2018-09-01,9,272.46,8.9
REP003421,P1003,Damp & Mould,Urgent,2023-02-28,2023-03-25,25,1454.53,5.8
REP003422,P1088,Plumbing,Emergency,15/11/2020,2020-11-19,4,328.7,8.0
REP003423,P1482,Electrical,Emergency,2018-10-03,2018-10-04,1,538.78,6.2
REP003424,P0476,Heating,Routine,2024-07-11,2024-07-15,4,268.15,7.3
REP003425,P0817,Plumbing,Emergency,,2024-08-05,2,645.99,
REP003426,P0327,Electrical,Emergency,2021-08-19,2021-08-20,1,792.05,6.9
REP003427,P0877,Plumbing,Routine,2023-07-27,2023-08-03,7,459.12,9.5
REP003428,P0072,Heating,Routine,23/01/2019,2019-01-30,7,613.37,8.5
REP003429,P0175,Security,Urgent,2019-10-10,2019-10-13,3,192.85,8.6
REP003430,P1218,Plumbing,Emergency,06/06/2018,2018-06-09,3,429.31,8.0
REP003431,P0729,Plumbing,Routine,2022-11-07,2022-11-17,10,705.74,8.5
REP003432,P0813,Electrical,Routine,2019-08-21,2019-08-25,4,380.68,7.0
REP003433,P1410,Electrical,Urgent,13/03/2022,2022-03-18,5,299.11,6.6
REP003434,P0231,Heating,Urgent,2019-12-24,2019-12-31,7,608.08,9.0
REP003435,P0254,Electrical,Routine,2020-04-13,2020-04-20,7,469.91,8.0
REP003436,P0075,Heating,Routine,18/04/2023,2023-04-27,9,292.35,7.1
REP003437,P0826,Security,Urgent,2021-06-23,2021-06-26,3,393.81,6.6
REP003438,P0374,Plumbing,Urgent,2019-03-22,2019-03-23,1,501.18,7.2
REP003439,P0814,Electrical,Urgent,11/06/2022,2022-06-13,2,558.01,7.9
REP003440,P0544,Electrical,Urgent,17/02/2025,2025-02-20,3,311.15,7.9
REP003441,P1260,Plumbing,Urgent,28/03/2023,04/04/2023,7,559.08,6.0
REP003442,P0547,Heating,Emergency,2022-12-29,2022-12-29,-3,904.43,8.7
REP003443,P0718,Heating,Routine,2021-02-18,2021-02-25,7,568.04,7.6
REP003444,P0921,Plumbing,Emergency,2021-09-12,2021-09-15,3,802.5,7.9
REP003445,P0702,Plumbing,Routine,2025-08-06,13/08/2025,7,355.11,8.0
REP003446,P1051,Electrical,Emergency,2020-05-11,2020-05-13,2,305.45,6.1
REP003447,P1226,Electrical,Urgent,2023-03-18,2023-03-19,1,587.36,6.2
REP003448,P1451,Electrical,Urgent,2025-10-23,2025-10-26,3,330.54,7.5
REP003449,P0833,Electrical,Emergency,2025-04-17,2025-04-19,2,881.32,8.8
REP003450,P0066,Roofing,Urgent,21/06/2018,27/06/2018,6,966.98,
REP003451,P1153,Heating,Routine,2025-12-02,2025-12-11,9,735.94,7.7
REP003452,P0968,Heating,Routine,2025-06-04,2025-06-16,12,823.36,8.3
REP003453,P0522,Electrical,Routine,2021-09-19,27/09/2021,8,580.18,7.3
REP003454,P0992,Damp & Mould,Emergency,2024-09-15,2024-10-02,17,1765.96,3.4
REP003455,P0531,Electrical,Urgent,2025-12-20,21/12/2025,1,620.26,6.0
REP003456,P1323,Heating,Routine,2018-11-25,2018-12-02,7,372.93,9.2
REP003457,P1492,Electrical,Routine,2025-05-14,2025-05-23,9,505.21,6.2
REP003458,P0584,Plumbing,Routine,2025-01-16,2025-01-20,4,162.54,9.3
REP003459,P0077,Security,Routine,2024-08-10,2024-08-18,8,374.14,7.1
REP003460,P0027,Plumbing,Urgent,2021-12-27,2022-01-05,9,411.42,8.8
REP003461,P0084,Heating,Routine,2025-01-05,13/01/2025,8,907.13,8.4
REP003462,P1020,Roofing,Routine,2018-10-20,2018-10-31,11,1148.6,7.4
REP003463,P1289,Heating,Urgent,2019-01-12,18/01/2019,6,380.72,
REP003464,P1355,Heating,Routine,2021-02-04,09/02/2021,5,347.96,7.2
REP003465,P0512,Electrical,Routine,2024-11-09,2024-11-12,3,530.36,8.1
REP003466,P0120,Roofing,Routine,2025-08-02,20/08/2025,18,932.72,6.5
REP003467,P0187,Electrical,Urgent,2023-12-09,2023-12-11,2,518.7,7.3
REP003468,P1081,Heating,Urgent,2021-11-10,2021-11-11,1,439.92,8.9
REP003469,P0409,Damp & Mould,Routine,2023-09-27,18/10/2023,21,1088.37,3.3
REP003470,P0430,Damp & Mould,Routine,2022-12-14,04/01/2023,21,1488.18,2.0
REP003471,P1218,Electrical,Urgent,2022-04-08,2022-04-09,1,394.52,
REP003472,P0963,Plumbing,Urgent,2019-05-21,2019-05-23,2,601.98,6.1
REP003473,P0440,Electrical,Routine,2021-06-01,04/06/2021,3,468.9,8.9
REP003474,P1084,Damp & Mould,Urgent,2024-08-13,31/08/2024,18,749.4,5.6
REP003475,P1039,Damp & Mould,Urgent,2021-09-03,2021-09-15,12,1709.72,4.7
REP003476,P1210,Heating,Emergency,2018-12-12,16/12/2018,4,831.18,6.3
REP003477,P1434,Heating,Routine,2020-02-23,08/03/2020,14,268.98,8.9
REP003478,P0630,Plumbing,Routine,2025-11-28,2025-11-30,2,367.97,6.3
REP003479,P1014,Damp & Mould,Routine,2023-03-23,2023-04-20,28,646.44,5.7
REP003480,P0119,Electrical,Routine,2018-08-11,2018-08-20,9,415.62,6.9
REP003481,P1070,Plumbing,Urgent,2023-12-08,2023-12-11,3,703.93,8.1
REP003482,P1415,Damp & Mould,Emergency,13/08/2022,2022-08-17,4,1936.29,5.7
REP003483,P0838,Roofing,Urgent,13/01/2021,2021-01-30,17,1192.52,5.8
REP003484,P0281,Roofing,Routine,2022-03-15,2022-04-07,23,1203.76,7.7
REP003485,P0033,Heating,Routine,2023-02-10,2023-02-21,11,609.13,7.2
REP003486,P0434,Heating,Urgent,,2021-02-11,7,441.13,6.8
REP003487,P0356,Damp & Mould,Urgent,2019-09-07,2019-09-28,21,1414.19,4.0
REP003488,P0315,Heating,Emergency,2018-03-10,2018-03-11,1,911.61,6.3
REP003489,P1111,Security,Routine,2019-04-16,2019-04-22,6,301.52,7.0
REP003490,P0919,Heating,Routine,2024-06-09,2024-06-20,11,227.94,6.4
REP003491,P1369,Heating,Routine,2019-01-06,2019-01-16,10,760.38,6.7
REP003492,P1396,Heating,Urgent,21/02/2025,2025-02-27,6,666.36,9.0
REP003493,P0535,Electrical,Routine,03/05/2022,13/05/2022,10,650.51,8.6
REP003494,P0956,Plumbing,Urgent,25/02/2020,2020-02-26,1,303.06,8.6
REP003495,P0307,Plumbing,Routine,2024-08-28,11/09/2024,14,407.66,6.1
REP003496,P0532,Roofing,Routine,2018-02-21,2018-03-07,14,1017.75,8.7
REP003497,P0683,Damp & Mould,Urgent,2022-04-03,2022-04-20,17,1345.48,2.8
REP003498,P0879,Electrical,Routine,2025-10-20,2025-10-23,3,337.51,8.9
REP003499,P0073,Heating,Urgent,2025-11-09,10/11/2025,1,375.69,6.2
REP003500,P0891,Damp & Mould,Emergency,2024-05-02,2024-05-10,8,1972.67,4.6
REP003501,P0396,Roofing,Routine,2023-09-23,2023-10-08,15,604.57,6.4
REP003502,P0296,Plumbing,Routine,2023-03-19,29/03/2023,10,423.06,7.9
REP003503,P0256,Roofing,Emergency,2021-10-12,16/10/2021,4,1607.49,7.4
REP003504,P0737,Damp & Mould,Emergency,2019-08-27,2019-09-07,11,1762.72,5.2
REP003505,P0057,Plumbing,Routine,2018-11-07,2018-11-16,9,659.7,8.2
REP003506,P1161,Plumbing,Emergency,2018-01-19,2018-01-24,5,318.35,7.4
REP003507,P0927,Heating,Routine,,2018-12-18,1,606.41,8.4
REP003508,P0614,Electrical,Routine,2020-04-09,2020-04-11,2,315.7,8.5
REP003509,P1051,Roofing,Urgent,2023-10-17,29/10/2023,12,1341.67,8.1
REP003510,P1070,Plumbing,Urgent,2019-11-21,2019-11-23,2,569.89,7.1
REP003511,P1005,Security,Emergency,06/05/2018,2018-05-07,1,404.69,8.1
REP003512,P0423,Electrical,Urgent,2018-01-19,2018-01-20,1,634.24,6.8
REP003513,P0576,Security,Routine,2024-04-07,2024-04-08,1,240.78,8.5
REP003514,P1264,Damp & Mould,Routine,23/09/2023,2023-10-13,20,1151.36,5.4
REP003515,P0598,Plumbing,Urgent,2021-12-14,2021-12-17,3,286.07,8.5
REP003516,P0520,Damp & Mould,Routine,2024-04-06,2024-05-12,36,645.79,4.9
REP003517,P0335,Roofing,Urgent,2023-11-23,2023-12-05,12,1118.34,6.6
REP003518,P0077,Electrical,Urgent,,2018-10-31,6,354.11,9.2
REP003519,P0547,Heating,Urgent,10/07/2025,2025-07-13,3,655.52,7.9
REP003520,P0014,Roofing,Routine,09/10/2023,2023-10-31,22,1035.26,5.0
REP003521,P0229,Security,Emergency,,2025-03-18,1,126.79,9.2
REP003522,P0048,Security,Routine,2021-07-17,2021-07-20,3,244.89,6.0
REP003523,P1092,Security,Routine,2019-11-17,2019-11-22,5,187.23,7.0
REP003524,P0106,Electrical,Urgent,2018-08-22,2018-08-23,1,697.11,8.6
REP003525,P1096,Security,Routine,2023-04-16,20/04/2023,4,220.75,7.0
REP003526,P0076,Electrical,Routine,2021-08-18,2021-08-23,5,266.74,7.3
REP003527,P1051,Plumbing,Routine,2018-11-12,18/11/2018,6,267.17,8.9
REP003528,P1242,Roofing,Routine,2019-05-20,2019-06-13,24,537.5,8.2
REP003529,P0981,Electrical,Routine,2023-10-15,2023-10-18,3,453.83,8.0
REP003530,P0083,Plumbing,Urgent,2022-02-01,2022-02-02,1,612.53,9.5
REP003531,P1175,Heating,Routine,2023-11-09,2023-11-13,4,700.04,9.3
REP003532,P0629,Security,Urgent,08/04/2023,2023-04-11,3,550.45,9.4
REP003533,P0219,Electrical,Urgent,2025-02-18,2025-02-20,2,242.22,8.7
REP003534,P0252,Heating,Routine,2025-02-02,2025-02-12,10,550.13,6.2
REP003535,P0550,Heating,Routine,2021-11-01,10/11/2021,9,341.77,6.1
REP003536,P0605,Damp & Mould,Routine,2024-11-03,2024-12-01,28,575.74,4.6
REP003537,P0557,Security,Urgent,2025-05-16,17/05/2025,1,392.09,7.4
REP003538,P0462,Heating,Routine,2025-12-07,10/12/2025,3,484.38,7.6
REP003539,P1461,Heating,Urgent,09/02/2018,2018-02-17,8,844.22,8.0
REP003540,P1354,Damp & Mould,Routine,2020-11-22,2020-12-19,27,1209.28,5.1
REP003541,P1158,Electrical,Urgent,2019-05-28,29/05/2019,1,162.09,8.3
REP003542,P1229,Plumbing,Routine,2021-02-28,2021-03-10,10,520.2,7.6
REP003543,P0916,Electrical,Routine,2022-12-09,2022-12-13,4,319.51,8.6
REP003544,P1428,Roofing,Routine,25/09/2022,12/10/2022,17,952.77,6.8
REP003545,P1400,Heating,Routine,2023-11-29,2023-12-01,2,587.82,6.8
REP003546,P0360,Plumbing,Urgent,2020-05-03,2020-05-08,5,211.93,8.3
REP003547,P0531,Heating,Urgent,2022-02-17,21/02/2022,4,774.47,7.9
REP003548,P0975,Electrical,Routine,2023-02-15,20/02/2023,5,583.85,9.5
REP003549,P1405,Plumbing,Routine,11/07/2022,2022-07-19,8,661.19,7.5
REP003550,P0929,Roofing,Routine,2020-10-22,2020-10-22,-5,987.33,7.9
REP003551,P0389,Electrical,Routine,2021-06-11,14/06/2021,3,264.56,7.9
REP003552,P0282,Damp & Mould,Emergency,2022-05-26,2022-06-11,16,703.0,2.4
REP003553,P0640,Electrical,Routine,09/08/2018,2018-08-10,1,237.1,8.4
REP003554,P0544,Heating,Urgent,2020-02-04,2020-02-06,2,833.56,7.4
REP003555,P0261,Heating,Urgent,2020-01-03,2020-01-10,7,695.46,7.5
REP003556,P0781,Heating,Urgent,2024-03-14,2024-03-17,3,482.48,6.2
REP003557,P0769,Roofing,Routine,19/08/2021,2021-08-19,-1,854.72,8.5
REP003558,P0241,Plumbing,Routine,2019-04-28,2019-05-01,3,299.31,8.4
REP003559,P0438,Plumbing,Urgent,2021-09-22,2021-09-23,1,585.84,8.6
REP003560,P0452,Roofing,Emergency,2022-12-14,2022-12-19,5,1090.76,8.6
REP003561,P0365,Heating,Urgent,,2024-02-09,2,604.89,7.0
REP003562,P0079,Roofing,Urgent,2024-01-19,27/01/2024,8,872.2,8.8
REP003563,P0975,Electrical,Routine,2024-03-12,2024-03-20,8,295.66,7.3
REP003564,P1356,Damp & Mould,Routine,2020-09-03,15/09/2020,12,805.72,6.5
REP003565,P1048,Electrical,Routine,2020-03-14,2020-03-18,4,496.45,6.4
REP003566,P1383,Electrical,Urgent,2024-01-04,07/01/2024,3,550.25,6.4
REP003567,P0987,Damp & Mould,Urgent,28/07/2018,2018-08-15,18,1276.31,3.9
REP003568,P0896,Plumbing,Urgent,28/06/2019,2019-07-03,5,486.86,6.2
REP003569,P0573,Plumbing,Emergency,2022-11-07,2022-11-12,5,532.2,8.5
REP003570,P0421,Damp & Mould,Routine,2022-05-23,2022-06-11,19,1409.48,5.1
REP003571,P0825,Plumbing,Routine,,29/06/2025,10,169.57,8.6
REP003572,P1475,Damp & Mould,Emergency,2025-07-09,2025-07-13,4,1735.38,5.8
REP003573,P0582,Damp & Mould,Emergency,2022-06-10,2022-06-22,12,1465.58,5.7
REP003574,P0076,Plumbing,Urgent,2022-03-03,2022-03-09,6,234.59,7.9
REP003575,P0708,Electrical,Routine,2020-02-17,2020-02-18,1,392.05,6.0
REP003576,P1135,Damp & Mould,Urgent,2022-05-01,31/05/2022,30,1466.57,4.2
REP003577,P0768,Heating,Routine,2024-03-02,07/03/2024,5,794.1,8.8
REP003578,P1104,Damp & Mould,Urgent,2024-06-05,24/06/2024,19,1197.29,4.9
REP003579,P1086,Damp & Mould,Routine,2022-09-16,2022-10-03,17,739.15,4.2
REP003580,P1207,Roofing,Urgent,03/04/2022,2022-04-13,10,792.63,6.2
REP003581,P0288,Heating,Routine,2020-09-03,11/09/2020,8,371.34,8.2
REP003582,P0145,Roofing,Routine,2018-02-05,2018-02-19,14,1233.42,6.2
REP003583,P0048,Plumbing,Routine,2018-12-18,01/01/2019,14,457.96,8.5
REP003584,P0735,Damp & Mould,Urgent,02/05/2023,2023-05-19,17,1355.72,3.3
REP003585,P0120,Heating,Routine,2022-09-04,2022-09-04,-1,757.88,8.0
REP003586,P0724,Heating,Routine,2020-11-29,2020-12-12,13,413.43,6.6
REP003587,P0409,Plumbing,Routine,2019-06-15,2019-06-26,11,457.57,7.9
REP003588,P0955,Electrical,Routine,24/11/2021,2021-11-26,2,363.29,8.5
REP003589,P0800,Electrical,Routine,2020-06-24,2020-07-01,7,568.61,8.9
REP003590,P1330,Damp & Mould,Emergency,18/10/2018,18/10/2018,-3,1738.86,3.6
REP003591,P0907,Security,Routine,2020-05-10,16/05/2020,6,310.47,6.6
REP003592,P0748,Roofing,Routine,2023-12-05,2023-12-20,15,506.18,7.3
REP003593,P0324,Heating,Routine,26/12/2023,30/12/2023,4,531.17,6.8
REP003594,P0871,Electrical,Urgent,2022-06-18,2022-06-21,3,295.62,7.0
REP003595,P0684,Electrical,Urgent,2024-01-06,2024-01-09,3,199.07,7.0
REP003596,P0556,Electrical,Emergency,2021-08-06,2021-08-07,1,511.89,8.6
REP003597,P0283,Plumbing,Routine,2018-08-09,2018-08-19,10,403.82,7.3
REP003598,P1161,Heating,Urgent,15/11/2018,2018-11-18,3,496.53,7.8
REP003599,P1169,Plumbing,Routine,2025-05-04,2025-05-07,3,207.66,8.0
REP003600,P0413,Plumbing,Routine,2025-07-28,2025-08-01,4,178.05,9.2
REP003601,P1315,Heating,Routine,2022-12-15,2022-12-20,5,650.63,9.0
REP003602,P1230,Roofing,Urgent,12/02/2023,2023-02-27,15,784.21,5.9
REP003603,P0516,Heating,Urgent,2025-11-02,08/11/2025,6,962.84,7.9
REP003604,P0252,Heating,Emergency,2025-01-28,2025-01-29,1,1241.1,6.3
REP003605,P0868,Heating,Urgent,08/11/2018,2018-11-10,2,650.27,6.8
REP003606,P0543,Plumbing,Urgent,2018-04-23,2018-04-26,3,598.45,9.0
REP003607,P1467,Electrical,Urgent,2019-06-23,2019-06-26,3,153.02,6.8
REP003608,P0401,Roofing,Emergency,05/07/2018,2018-07-07,2,602.74,7.0
REP003609,P0847,Heating,Routine,2020-11-07,10/11/2020,3,266.4,6.2
REP003610,P0888,Plumbing,Routine,2018-09-12,2018-09-22,10,320.16,8.8
REP003611,P0315,Plumbing,Routine,18/06/2024,24/06/2024,6,666.05,8.8
REP003612,P1075,Roofing,Urgent,2018-03-07,2018-03-25,18,659.96,6.2
REP003613,P1363,Roofing,Urgent,2019-07-26,2019-08-10,15,759.87,8.4
REP003614,P0928,Plumbing,Routine,2018-03-20,2018-03-29,9,471.76,7.3
REP003615,P0827,Plumbing,Routine,2023-10-27,2023-11-07,11,434.85,8.2
REP003616,P1325,Damp & Mould,Routine,14/10/2019,2019-10-26,12,676.85,
REP003617,P0613,Damp & Mould,Routine,2019-03-06,2019-03-27,21,434.66,5.9
REP003618,P0272,Electrical,Routine,2018-05-04,2018-05-06,2,400.51,8.8
REP003619,P0326,Heating,Urgent,2018-12-10,2018-12-11,1,992.69,6.7
REP003620,P1483,Heating,Urgent,2020-12-18,2020-12-27,9,522.93,7.0
REP003621,P1421,Security,Urgent,2024-10-11,2024-10-14,3,377.72,6.3
REP003622,P0634,Heating,Urgent,2019-02-14,2019-02-18,4,705.96,6.8
REP003623,P1044,Electrical,Routine,2025-08-23,2025-08-24,1,497.49,6.4
REP003624,P0056,Plumbing,Routine,2023-07-20,2023-07-27,7,419.32,7.1
REP003625,P0220,Roofing,Routine,2023-05-08,2023-05-19,11,784.58,7.0
REP003626,P0447,Heating,Routine,2018-12-18,2018-12-28,10,346.31,6.8
REP003627,P0740,Electrical,Routine,06/11/2024,2024-11-12,6,459.59,7.6
REP003628,P0385,Electrical,Routine,2025-05-23,2025-05-28,5,375.82,
REP003629,P0487,Damp & Mould,Emergency,2025-01-09,2025-01-16,7,867.43,6.5
REP003630,P0094,Heating,Routine,01/12/2024,2024-12-09,8,764.36,6.9
REP003631,P0877,Security,Routine,2019-10-25,2019-10-29,4,403.7,6.9
